id,prediction
151,684.9282
152,843.47534
153,915.7251
154,894.1787
155,932.3207
156,870.285
157,815.4862
158,692.6391
159,509.85544
160,308.2423
161,192.32571
162,94.80496
163,29.010086
164,1.8187687
165,0.49371147
166,0.22571138
167,-0.035630427
168,-1.0808274
169,-0.45262763
170,0.71002185
171,6.494873
172,14.001219
173,24.359964
174,37.56288
175,88.15377
176,144.4753
177,189.56091
178,223.50983
179,270.6092
180,367.77686
181,444.75104
182,349.5843
183,285.97427
184,207.16788
185,121.32416
186,55.781242
187,21.84095
188,1.2949039
189,0.353846
190,0.07324468
191,0.11115218
192,0.06259484
193,0.16127037
194,9.914233
195,39.918594
196,82.67958
197,154.41364
198,236.96544
199,371.08694
200,281.39835
201,312.72025
202,412.06656
203,399.64014
204,418.25842
205,459.5385
206,418.87927
207,213.32779
208,175.02878
209,106.16928
210,50.063995
211,12.262382
212,1.648525
213,-0.09722504
214,0.27136734
215,0.13677147
216,0.32782087
217,0.1476297
218,4.37895
219,14.475327
220,14.752626
221,43.20102
222,135.36685
223,270.7503
224,507.73755
225,490.8687
226,460.2384
227,466.4737
228,332.02063
229,246.30066
230,227.02895
231,181.85797
232,68.49306
233,37.671215
234,42.24067
235,21.237947
236,3.8421106
237,0.19668621
238,0.075685345
239,-0.008994885
240,-0.06660505
241,0.17007113
242,3.0460558
243,16.025406
244,66.46187
245,161.85876
246,262.01465
247,372.8955
248,437.17316
249,348.18027
250,256.04175
251,355.89584
252,434.31815
253,418.80048
254,359.27383
255,259.6588
256,230.85336
257,152.45111
258,90.41724
259,37.522694
260,5.4706335
261,1.6440836
262,0.71584576
263,0.5947734
264,-0.08206976
265,-0.023092559
266,12.90651
267,46.595425
268,100.1805
269,177.84708
270,220.84567
271,254.81006
272,397.07825
273,469.8518
274,462.98227
275,455.37274
276,370.3749
277,239.67888
278,147.60504
279,110.17342
280,91.4557
281,71.62079
282,38.630966
283,13.976272
284,0.9378987
285,-0.028723171
286,-0.5496594
287,0.17432418
288,-0.30681872
289,-0.1209902
290,15.169779
291,38.438583
292,85.53815
293,168.37354
294,241.0115
295,252.94408
296,238.32013
297,368.00623
298,399.05768
299,397.60345
300,448.94574
301,432.5664
302,375.89285
303,288.8179
304,206.11827
305,124.21983
306,69.555016
307,34.58355
308,5.5003686
309,-0.026530432
310,-0.24552782
311,0.05432888
312,0.10198677
313,0.115483604
314,11.305745
315,42.665
316,98.53242
317,163.53673
318,237.07593
319,307.6933
320,423.6325
321,535.0557
322,571.85315
323,588.1099
324,569.7389
325,419.1058
326,306.55457
327,185.9674
328,125.395706
329,75.55022
330,21.228012
331,13.144383
332,1.8054569
333,0.16083091
334,-0.005252271
335,0.15326425
336,0.037682064
337,0.0010639727
338,0.5613425
339,12.301119
340,61.739094
341,140.6752
342,176.39742
343,214.61552
344,274.69064
345,293.96783
346,261.71494
347,311.69232
348,229.974
349,189.58287
350,180.29538
351,154.08691
352,108.20312
353,95.16154
354,55.026024
355,28.034079
356,6.0482616
357,0.3933122
358,0.26096815
359,0.2548078
360,0.2245261
361,0.349801
362,8.929247
363,42.183975
364,88.33394
365,136.42064
366,190.91675
367,226.032
368,351.83444
369,501.12198
370,555.50964
371,626.179
372,577.32605
373,406.2472
374,242.75497
375,213.28424
376,191.30342
377,154.31514
378,88.4876
379,30.219227
380,1.4941165
381,0.13994803
382,0.29021862
383,0.18878022
384,0.13976388
385,0.30216506
386,4.996485
387,21.59751
388,50.42604
389,99.53295
390,142.25339
391,193.15921
392,241.48367
393,285.4254
394,305.07434
395,309.04263
396,342.85806
397,295.78604
398,226.37088
399,192.40796
400,172.51025
401,137.65433
402,96.40439
403,37.922234
404,7.8640127
405,-0.33553636
406,-0.39091116
407,-0.027894383
408,1.9039425
409,3.9832208
410,34.918846
411,109.91075
412,237.1948
413,439.53873
414,625.727
415,807.97424
416,947.16016
417,1029.7722
418,1012.3011
419,986.20056
420,986.34906
421,912.11676
422,708.6376
423,536.2965
424,398.19528
425,245.23524
426,130.4248
427,50.082478
428,12.945225
429,-0.20596991
430,-0.1345089
431,-0.3711977
432,-0.08290439
433,2.185298
434,32.68938
435,105.80342
436,208.51385
437,346.3551
438,421.45248
439,582.96655
440,721.0169
441,837.3233
442,738.219
443,508.31546
444,319.9981
445,253.61525
446,257.1815
447,296.88153
448,258.13687
449,142.5064
450,68.06399
451,31.453766
452,5.8898797
453,0.6262908
454,0.38321972
455,0.37217444
456,0.072183706
457,1.2206751
458,20.397781
459,54.59156
460,112.27997
461,228.3626
462,444.33325
463,586.7883
464,772.37634
465,949.03186
466,959.2665
467,986.7523
468,965.18054
469,889.7121
470,728.8916
471,568.6648
472,413.34222
473,254.66098
474,145.4178
475,56.563126
476,14.711756
477,-0.56047887
478,-0.407635
479,0.23246537
480,0.7127654
481,4.73471
482,29.58256
483,88.78972
484,201.93857
485,356.76346
486,521.08105
487,665.7295
488,811.8676
489,912.15814
490,947.25476
491,938.7491
492,900.2704
493,850.47406
494,699.8115
495,549.5596
496,405.89697
497,254.0144
498,133.00053
499,54.64
500,12.170479
501,-1.1323669
502,-0.55791205
503,-0.1839265
504,-0.33199015
505,1.9567803
506,23.074276
507,82.41724
508,209.58263
509,301.39532
510,386.59662
511,651.66394
512,821.1509
513,887.09753
514,890.29285
515,776.7208
516,670.07446
517,750.9946
518,514.15594
519,374.2047
520,341.77106
521,183.84695
522,108.07558
523,46.473694
524,11.027974
525,2.1169846
526,0.26914594
527,-0.73543084
528,-0.98615545
529,0.15963277
530,8.375506
531,26.531853
532,65.3096
533,125.49809
534,180.26727
535,235.50873
536,195.24469
537,149.82764
538,294.1432
539,805.6644
540,829.51874
541,831.1549
542,672.1141
543,526.3197
544,329.60413
545,211.67456
546,100.928635
547,43.587772
548,14.854485
549,2.885062
550,1.3876247
551,1.8578993
552,-1.3652687
553,-2.7337954
554,0.29632592
555,13.435181
556,10.451799
557,31.027872
558,62.07631
559,146.76465
560,265.2908
561,330.25748
562,379.32355
563,337.30667
564,322.38104
565,399.989
566,408.79587
567,392.5927
568,292.36908
569,202.00475
570,117.63256
571,45.852856
572,11.536416
573,-0.18945882
574,-0.033383884
575,0.44692177
576,-0.6916997
577,2.0125935
578,28.217186
579,83.76857
580,190.68115
581,351.68976
582,553.5087
583,700.7793
584,840.30994
585,896.074
586,922.18054
587,897.5176
588,836.9468
589,619.5182
590,506.6929
591,417.93942
592,313.5434
593,183.67508
594,76.5692
595,30.587479
596,2.624613
597,-7.167169
598,-4.4521947
599,-2.5234358
600,-0.25621802
601,1.2629544
602,29.528503
603,84.03176
604,176.7602
605,263.31424
606,398.10913
607,563.1307
608,746.23083
609,821.75397
610,926.0702
611,957.26306
612,900.04407
613,759.4945
614,617.2007
615,481.82062
616,325.72693
617,192.60962
618,130.29187
619,60.12351
620,16.964878
621,0.6516689
622,-0.23890792
623,-0.020215059
624,-1.5783497
625,0.7220394
626,20.08398
627,54.962715
628,93.89881
629,124.3909
630,170.22217
631,195.60866
632,236.13559
633,313.79984
634,395.65765
635,399.61383
636,357.03027
637,327.81116
638,245.2358
639,228.76964
640,129.67612
641,77.37837
642,38.514133
643,8.107494
644,-0.8114702
645,-1.0463516
646,0.21261893
647,-0.26576665
648,-1.3995522
649,0.5013449
650,3.0410614
651,7.0107465
652,15.828827
653,39.296898
654,66.43535
655,152.6416
656,167.82776
657,161.33588
658,178.77061
659,231.5148
660,256.2927
661,262.7824
662,247.68988
663,216.34839
664,158.5161
665,111.24216
666,65.50388
667,22.376549
668,5.457091
669,0.5411542
670,-0.11430093
671,0.016938167
672,-2.15487
673,1.0985681
674,29.584358
675,74.47421
676,136.51073
677,246.58109
678,375.687
679,526.2093
680,736.6819
681,825.0957
682,863.302
683,830.1558
684,750.3584
685,670.2439
686,489.62204
687,331.12634
688,196.90677
689,164.41354
690,85.22566
691,35.579296
692,10.091011
693,-2.4697945
694,-1.655061
695,-1.6732596
696,-0.19413327
697,-0.13454366
698,8.570042
699,37.342514
700,55.178238
701,31.168186
702,53.134384
703,96.1423
704,338.06683
705,404.46265
706,450.56625
707,530.053
708,552.92975
709,539.5399
710,269.42523
711,251.56795
712,201.32892
713,162.19177
714,85.04846
715,43.268333
716,13.982972
717,1.2673697
718,0.0550369
719,1.30714
720,-0.6539634
721,-0.20667537
722,-0.0875407
723,3.1507297
724,23.871899
725,41.50243
726,110.01375
727,249.57141
728,279.01355
729,353.66608
730,367.71426
731,398.37988
732,121.42795
733,252.46039
734,320.6487
735,250.91278
736,184.35403
737,126.224495
738,32.52996
739,3.5518243
740,0.56145245
741,0.45543385
742,0.60013145
743,-0.03432602
744,2.9207652
745,2.7456567
746,1.6929644
747,13.936955
748,68.55177
749,142.6177
750,241.85808
751,353.3496
752,451.97055
753,537.45264
754,593.3328
755,508.0947
756,523.0328
757,463.35675
758,403.24478
759,386.86148
760,259.74097
761,159.45638
762,62.090157
763,13.825298
764,5.161784
765,2.225124
766,0.54961365
767,0.25559634
768,-1.0295358
769,-0.20458822
770,1.2601199
771,29.50468
772,70.94282
773,157.61966
774,233.05017
775,282.9762
776,509.79254
777,671.3416
778,736.9023
779,564.7405
780,480.5114
781,524.86084
782,291.9738
783,113.71102
784,88.1303
785,38.491936
786,25.366436
787,3.7241216
788,-0.059999015
789,0.14351487
790,-0.41601714
791,-0.6299179
792,-0.04898028
793,-0.079625696
794,0.68275213
795,21.363598
796,45.385925
797,46.241238
798,113.04408
799,247.6444
800,459.85663
801,543.8134
802,521.89465
803,605.391
804,506.24982
805,392.3902
806,425.65866
807,443.62744
808,278.38046
809,125.48757
810,61.606922
811,24.352598
812,0.975572
813,0.7489414
814,-0.8430731
815,-0.67436737
816,0.072911575
817,-0.32928163
818,7.865832
819,29.562645
820,76.371666
821,146.01413
822,298.0808
823,438.2831
824,587.28766
825,657.8302
826,688.8419
827,580.1034
828,342.88464
829,709.43646
830,490.89917
831,340.80334
832,262.73682
833,173.1644
834,70.131
835,30.495918
836,4.9263
837,1.1698847
838,0.43793395
839,0.0072187916
840,-0.095551044
841,0.24050482
842,9.370607
843,40.638294
844,88.23797
845,190.98341
846,329.09845
847,509.46973
848,623.03564
849,681.3827
850,701.6128
851,656.89166
852,596.7058
853,573.526
854,443.72757
855,304.97525
856,162.05647
857,88.38564
858,61.67534
859,24.13382
860,3.0662408
861,0.35613787
862,0.9031069
863,0.93887204
864,0.43366402
865,0.22804905
866,9.184528
867,38.4259
868,92.99286
869,183.5733
870,318.17825
871,485.54764
872,614.99146
873,736.3709
874,760.7241
875,729.6649
876,653.63776
877,502.5456
878,416.48706
879,367.43042
880,211.14679
881,136.63667
882,65.48772
883,26.141094
884,4.5765514
885,-0.60974675
886,-0.16915508
887,-0.25514278
888,-0.5242925
889,0.016781518
890,1.6285362
891,10.444883
892,20.452284
893,21.417645
894,24.589066
895,33.3264
896,45.59556
897,40.695374
898,49.298004
899,70.404854
900,251.67334
901,377.24042
902,300.80435
903,262.83157
904,185.20682
905,81.158424
906,41.48871
907,15.044998
908,5.16519
909,0.21997912
910,0.14735588
911,0.019486463
912,-0.19899587
913,0.13866693
914,2.6148665
915,5.861307
916,36.587933
917,72.90087
918,127.58812
919,246.85216
920,374.97583
921,417.64233
922,430.73123
923,494.89703
924,408.68277
925,489.98865
926,270.31665
927,219.57239
928,159.69469
929,101.70442
930,53.1619
931,10.117918
932,2.5401068
933,-0.49934697
934,-0.583389
935,-0.29822147
936,-0.17727646
937,-0.49613553
938,2.1331525
939,11.794705
940,15.502832
941,21.354244
942,56.145454
943,160.76137
944,262.52823
945,164.52963
946,142.81105
947,129.15906
948,104.31529
949,137.24442
950,74.346405
951,94.72342
952,62.5105
953,61.592834
954,33.093426
955,15.489871
956,3.7070782
957,0.07735534
958,-0.80025965
959,-0.93964356
960,0.1641766
961,-0.058808733
962,3.1277394
963,13.8268795
964,40.876827
965,61.968746
966,114.415
967,192.01535
968,194.52739
969,197.84854
970,148.6247
971,223.07355
972,327.41034
973,358.1319
974,308.46982
975,283.49573
976,258.16812
977,189.3418
978,96.722984
979,35.935062
980,7.8682427
981,1.8384758
982,-0.116244026
983,-1.1628911
984,0.2670177
985,0.4365919
986,9.978596
987,21.63811
988,56.69834
989,125.56145
990,121.33856
991,128.98325
992,166.9052
993,247.8605
994,227.11983
995,272.8864
996,230.02866
997,174.43633
998,115.99132
999,108.168335
1000,110.54698
1001,59.60129
1002,29.339933
1003,9.822701
1004,0.910636
1005,-0.50059694
1006,-0.6103069
1007,-1.452515
1008,-1.3304087
1009,-0.49743447
1010,8.046486
1011,21.034342
1012,33.646927
1013,87.31843
1014,139.46179
1015,227.20287
1016,257.90244
1017,231.71048
1018,266.12967
1019,386.57474
1020,324.29532
1021,277.72827
1022,220.426
1023,172.37961
1024,111.97023
1025,101.00769
1026,57.35606
1027,27.200665
1028,5.6020684
1029,0.15736122
1030,-0.3266835
1031,-0.66236556
1032,0.080453984
1033,0.15587415
1034,6.0160713
1035,24.231892
1036,45.893803
1037,78.785614
1038,111.8044
1039,228.9898
1040,298.70593
1041,417.0609
1042,411.15515
1043,381.85587
1044,426.43066
1045,341.19928
1046,193.56778
1047,124.51898
1048,79.210175
1049,42.917393
1050,16.154167
1051,4.127952
1052,3.2690501
1053,0.86133623
1054,0.40673187
1055,0.7954995
1056,0.50833493
1057,-0.051040128
1058,-0.8606511
1059,4.442412
1060,17.324345
1061,52.417847
1062,100.466095
1063,71.84353
1064,76.60985
1065,82.90262
1066,88.99418
1067,149.10059
1068,114.88001
1069,88.48716
1070,60.00224
1071,68.55578
1072,74.57678
1073,71.25868
1074,34.73457
1075,19.226507
1076,5.8125978
1077,-0.10896529
1078,-0.0072805057
1079,0.35509992
1080,0.45306072
1081,0.35188642
1082,3.023304
1083,16.401077
1084,39.286736
1085,68.824585
1086,98.653175
1087,121.44821
1088,169.27914
1089,296.56598
1090,292.9533
1091,302.08304
1092,259.95703
1093,284.00613
1094,170.1514
1095,118.55502
1096,142.76193
1097,130.09651
1098,61.41378
1099,20.023518
1100,4.432785
1101,0.58721083
1102,0.137232
1103,0.12478468
1104,-0.09498418
1105,0.00039050856
1106,1.9967396
1107,12.741611
1108,30.02074
1109,40.23013
1110,59.50135
1111,81.786285
1112,115.79373
1113,143.27882
1114,193.42892
1115,155.3301
1116,181.1528
1117,210.48703
1118,167.61809
1119,86.39116
1120,87.56072
1121,100.53831
1122,50.909546
1123,41.33985
1124,13.388914
1125,2.2577977
1126,0.05106674
1127,-0.16044995
1128,-0.81972605
1129,0.3171144
1130,15.179789
1131,54.432545
1132,120.40199
1133,242.83865
1134,429.11438
1135,606.1498
1136,744.6299
1137,841.1627
1138,905.9758
1139,931.98535
1140,889.85425
1141,838.4703
1142,698.3097
1143,546.1558
1144,384.7105
1145,231.30042
1146,116.44082
1147,45.765644
1148,10.620056
1149,-0.1411142
1150,-1.131195
1151,-1.3679874
1152,-1.1763055
1153,-0.008241348
1154,14.500827
1155,48.902298
1156,102.92659
1157,212.54254
1158,281.38666
1159,481.16516
1160,597.84296
1161,662.3064
1162,720.2098
1163,552.613
1164,275.5431
1165,138.59352
1166,55.412487
1167,156.14359
1168,158.94258
1169,103.12751
1170,34.900726
1171,21.059364
1172,8.683979
1173,-0.37287986
1174,-0.3822931
1175,-0.6686666
1176,0.3588268
1177,0.4334146
1178,3.658762
1179,7.2991223
1180,6.705317
1181,74.675
1182,251.7814
1183,435.73074
1184,535.4636
1185,612.23926
1186,575.94696
1187,663.704
1188,780.77783
1189,748.2429
1190,636.4323
1191,475.9701
1192,355.79993
1193,215.12357
1194,132.935
1195,51.788624
1196,19.810427
1197,1.3192563
1198,-0.13948502
1199,-1.148425
1200,-0.6606123
1201,-0.66502255
1202,17.316235
1203,51.53499
1204,101.9901
1205,204.2649
1206,334.81372
1207,515.4417
1208,682.8751
1209,771.7868
1210,864.1377
1211,897.30597
1212,874.06744
1213,808.8279
1214,653.2068
1215,525.2554
1216,366.04602
1217,242.80727
1218,136.90958
1219,55.06305
1220,19.745453
1221,2.4392521
1222,1.7376789
1223,0.18020286
1224,-0.04268784
1225,1.3350186
1226,19.007607
1227,46.129738
1228,116.66833
1229,219.19926
1230,338.9244
1231,545.2956
1232,735.8157
1233,830.3882
1234,817.93005
1235,763.49146
1236,612.0822
1237,680.4448
1238,534.76746
1239,424.39978
1240,278.06433
1241,194.649
1242,124.757996
1243,46.65796
1244,9.998522
1245,2.6088262
1246,1.5344387
1247,1.5567384
1248,2.2132957
1249,5.075584
1250,8.400832
1251,20.45812
1252,35.280212
1253,51.75091
1254,76.0331
1255,122.773674
1256,147.514
1257,120.59008
1258,187.59001
1259,307.8772
1260,453.67892
1261,310.1863
1262,243.35693
1263,329.61362
1264,275.71854
1265,222.87076
1266,111.376045
1267,44.0446
1268,12.020409
1269,-0.6532366
1270,-0.6519354
1271,-0.34140617
1272,3.0270698
1273,4.281433
1274,6.2047853
1275,9.0702
1276,7.6070127
1277,26.141617
1278,37.293507
1279,103.171906
1280,176.58318
1281,248.3316
1282,198.30626
1283,237.84305
1284,249.6224
1285,294.2011
1286,313.8189
1287,320.25067
1288,208.15184
1289,112.73041
1290,72.17289
1291,23.046915
1292,15.130695
1293,0.96850026
1294,-0.4340907
1295,1.3527025
1296,1.9431335
1297,0.6359291
1298,1.6444209
1299,2.0201235
1300,17.489775
1301,29.96635
1302,101.548386
1303,260.84772
1304,296.85068
1305,357.23407
1306,483.12628
1307,523.53436
1308,462.44687
1309,248.50558
1310,197.98431
1311,194.27628
1312,148.01657
1313,77.89678
1314,45.40068
1315,14.385553
1316,3.5806422
1317,-2.4224672
1318,-4.217761
1319,0.9104015
1320,-0.3334404
1321,-0.50666666
1322,7.9953847
1323,20.107634
1324,53.145214
1325,133.58115
1326,318.50974
1327,442.50323
1328,559.49243
1329,511.10446
1330,271.64197
1331,736.64764
1332,778.4474
1333,740.36127
1334,573.95166
1335,395.4667
1336,303.46085
1337,177.7416
1338,99.682526
1339,51.181927
1340,16.587132
1341,4.2599854
1342,0.8219409
1343,0.7381832
1344,0.26953498
1345,0.19186726
1346,16.049786
1347,44.79026
1348,59.643784
1349,83.27153
1350,133.19542
1351,113.896286
1352,106.797554
1353,233.8582
1354,292.60822
1355,143.39032
1356,128.84271
1357,181.46756
1358,92.96325
1359,92.91672
1360,59.21552
1361,54.34178
1362,17.891418
1363,7.523773
1364,2.0000277
1365,-0.39801314
1366,-1.3695437
1367,-0.59078956
1368,-2.1838245
1369,-1.0770255
1370,5.119368
1371,8.853883
1372,11.616802
1373,20.197964
1374,29.63994
1375,82.66977
1376,90.61811
1377,100.54375
1378,155.41405
1379,132.66019
1380,117.2531
1381,144.06834
1382,137.40848
1383,161.64456
1384,125.53801
1385,111.137955
1386,65.32686
1387,32.36823
1388,10.431567
1389,1.1929927
1390,-0.27691343
1391,0.6297311
1392,0.35481146
1393,0.75983673
1394,11.614702
1395,27.778492
1396,57.367466
1397,47.659836
1398,21.220085
1399,301.50027
1400,481.91693
1401,589.87146
1402,606.5569
1403,582.302
1404,491.39465
1405,514.52527
1406,431.90848
1407,295.32834
1408,173.73569
1409,125.04538
1410,67.20037
1411,22.368286
1412,9.336005
1413,-1.5263171
1414,-1.2944896
1415,1.3800863
1416,3.6184585
1417,2.5423691
1418,5.6151114
1419,24.037804
1420,39.218864
1421,31.171028
1422,10.306825
1423,47.885254
1424,260.83643
1425,340.14056
1426,361.22137
1427,400.33237
1428,375.34854
1429,457.512
1430,270.97736
1431,186.21983
1432,75.920204
1433,65.10656
1434,41.428547
1435,33.43596
1436,12.548994
1437,1.8284332
1438,-0.18255077
1439,1.2296695
