date_forecast,absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,fresh_snow_12h:cm,fresh_snow_1h:cm,fresh_snow_24h:cm,fresh_snow_3h:cm,fresh_snow_6h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_5min:mm,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_density:kgm3,snow_depth:cm,snow_drift:idx,snow_melt_10min:mm,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms,wind_speed_w_1000hPa:ms,pv_measurement
2022-10-29 08:00:00,7.35,1.2375,969.175,208730.67,88.65,380.7,0.0,279.45,33.6,78482.52,21.45,42396.8,89.375,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1003.85,0.0,0.0,990.95,996.95,0.0,0.0,88.1,1003.05,0.0,0.0,0.0,0.0,0.0,144.2585,8.155,0.1,280.9,89.375,31327.85,4.925,4.3,-2.425,0.0,53.55888114497186
2022-10-29 09:00:00,6.775,1.2415,1039.85,424553.06,144.2,638.85,0.0,278.25,61.15,170615.92,37.35,105788.77,85.95,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1005.85,0.0,0.0,992.95,999.025,0.0,0.0,80.9,1005.1,0.0,0.0,0.0,0.0,0.0,158.7435,11.351749,0.1,280.5,85.95,44985.42,4.8,4.05,-2.575,0.0,98.6635318695625
2022-10-29 10:00:00,5.875,1.2455,1112.95,582822.75,174.45,956.15,0.0,276.2,71.6,239043.62,52.175,161174.45,58.975,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1007.6,0.0,0.0,994.625,1000.7,0.0,0.0,70.75,1006.8,0.0,0.0,0.0,0.0,0.0,173.6145,12.95275,0.025,280.0,59.025,53775.8,4.45,3.7,-2.55,0.0,91.59584878378438
2022-10-29 11:00:00,5.325,1.2465,2085.3,633656.9,171.975,1196.125,0.0,274.825,76.65,266870.4,56.425,195516.08,37.375,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1008.575,0.0,0.0,995.55,1001.65,0.0,0.0,63.075,1007.75,0.0,0.0,0.0,0.0,0.0,188.61624,12.821751,0.0,280.05,39.4,56681.324,4.3250003,4.075,-1.5,0.0,91.92266200485312
2022-10-29 12:00:00,5.2,1.246,8530.9,565420.8,137.225,1460.1,0.0,274.475,48.925003,226006.03,97.625,277292.5,26.8,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1009.25,0.0,0.0,996.225,1002.3,0.0,0.0,59.65,1008.425,0.0,0.0,0.0,0.0,0.0,203.44325,10.97175,0.0,280.375,36.0,57728.4,4.4,4.3250003,-0.9,0.0,114.44196517763125
2022-10-29 13:00:00,5.2,1.248,7622.8003,394126.6,79.25,1533.5,0.0,274.4,35.9,152664.55,53.7,272379.78,28.675,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1010.075,0.0,0.0,997.1,1003.19995,0.0,0.0,59.5,1009.30005,0.0,0.0,0.0,0.0,0.0,217.85724,7.5562496,0.0,280.45,37.125,57495.523,4.25,4.2,-0.65,0.0,47.16329755623125
2022-10-29 14:00:00,5.2,1.25225,1266.1,177671.2,22.425001,1222.35,0.0,274.525,13.75,89381.8,8.6,112165.33,65.075,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1011.1,0.0,0.0,998.1,1004.19995,0.0,0.0,62.575,1010.35,0.0,0.0,0.0,0.0,0.0,231.766,2.8355,0.0,280.15,67.4,56523.92,3.825,3.825,-0.050000004,0.0,10.65884688075
2022-10-29 15:00:00,5.3,1.2555001,1223.725,26630.674,0.0,982.0,0.0,274.65002,0.0,24760.0,0.0,15500.325,93.975,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.0,0.0,0.0,999.0,1005.1,0.0,0.0,65.55,1011.275,0.0,0.0,0.0,0.0,0.0,245.24425,-2.876,0.025,279.75,94.125,55287.824,3.475,3.45,0.45000002,0.0,5.329423440375
2022-10-29 16:00:00,5.3,1.257,1167.85,0.0,0.0,900.925,0.0,274.7,0.0,0.0,0.0,0.0,99.525,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.725,0.0,0.0,999.65,1005.8,0.0,0.0,67.2,1011.975,0.0,0.0,0.0,0.0,0.0,258.50452,-9.240749,0.1,279.4,99.525,54152.15,3.225,3.175,0.6,0.0,-0.0
2022-10-29 17:00:00,5.3,1.25825,1149.35,0.0,0.0,828.85,0.0,274.7,0.0,0.0,0.0,0.0,96.65,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.4,0.0,0.0,1000.35,1006.5,0.0,0.0,68.525,1012.675,0.0,0.0,0.0,0.0,0.0,271.8625,-15.91325,0.1,279.2,96.65,53741.176,2.85,2.85,0.5,0.0,-0.0
2022-10-29 18:00:00,5.3,1.25975,1131.2,0.0,0.0,779.05,0.0,274.775,0.0,0.0,0.0,0.0,88.55,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.95,0.0,0.0,1000.825,1006.95,0.0,0.0,69.925,1013.15,0.0,0.0,0.0,0.0,0.0,285.70526,-22.53,0.1,278.975,88.55,53720.773,2.45,2.375,0.5,0.0,-0.0
2022-10-29 19:00:00,5.4,1.26125,1136.4,0.0,0.0,712.775,0.0,274.9,0.0,0.0,0.0,0.0,85.55,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.275,0.0,0.0,1001.15,1007.3,0.0,0.0,72.075,1013.475,0.0,0.0,0.0,0.0,0.0,300.4505,-28.6885,0.1,278.75,85.65,53717.95,2.05,1.925,0.57500005,0.0,-0.0
2022-10-29 20:00:00,5.45,1.26325,1028.5,0.0,0.0,648.4,0.0,275.05,0.0,0.0,0.0,0.0,88.85,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.6,0.0,0.0,1001.45,1007.65,0.0,0.0,73.975,1013.85,0.0,0.0,0.0,0.0,0.0,316.47025,-33.931,0.05,278.55,88.875,53072.676,1.75,1.375,1.05,0.0,-0.0
2022-10-29 21:00:00,5.5,1.2645,994.025,0.0,0.0,704.35,0.0,275.15002,0.0,0.0,0.0,0.0,89.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.9,0.0,0.0,1001.75,1007.9,0.0,0.0,73.75,1014.1,0.0,0.0,0.0,0.0,0.0,333.92126,-37.75225,0.0,278.4,89.2,51844.1,1.7,0.85,1.45,0.0,-0.0
2022-10-29 22:00:00,5.5,1.266,1105.85,0.0,0.0,966.4,0.0,275.15002,0.0,0.0,0.0,0.0,77.325,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.0,0.0,0.0,1001.85,1008.025,0.0,0.0,73.3,1014.25,0.0,0.0,0.0,0.0,0.0,352.53076,-39.6845,0.0,278.425,77.325,50569.7,1.525,0.5,1.45,0.0,-0.0
2022-10-29 23:00:00,5.475,1.27,1383.2524,0.0,0.0,1165.029,0.0,275.1,0.0,0.0,0.0,0.0,37.85,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.825,0.0,0.0,1001.7,1007.925,0.0,0.0,76.3,1014.125,0.0,0.0,0.0,0.0,0.0,11.24,-39.563,0.0,278.075,39.675,47848.95,1.65,0.55,1.55,0.0,-0.0
2022-10-30 00:00:00,5.3250003,1.2755,4285.535,0.0,0.0,1141.6583,0.0,274.55,0.0,0.0,0.0,0.0,9.225,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.45,0.0,0.0,1001.25,1007.5,0.0,0.0,81.975,1013.75,0.0,0.0,0.0,0.0,0.0,28.874,-37.61175,0.0,277.15002,12.55,44671.375,2.25,0.9,2.0249999,0.0,-0.0
2022-10-30 01:00:00,5.225,1.2772499,7857.5747,0.0,0.0,1105.2,0.0,274.34998,0.0,0.0,0.0,0.0,8.825,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.5,0.0,0.0,1001.375,1007.6,0.0,0.0,81.25,1013.875,0.0,0.0,0.0,0.0,0.0,46.15425,-33.5345,0.0,277.1,9.55,44634.2,1.975,0.725,1.8499999,0.0,-0.0
2022-10-30 02:00:00,5.225,1.278,10090.1,0.0,0.0,2850.65,0.0,274.34998,0.0,0.0,0.0,0.0,42.65,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.3,0.0,0.0,1001.225,1007.45,0.0,0.0,80.575,1013.75,0.0,0.0,0.0,0.0,0.0,61.9855,-28.114,0.0,277.25,66.05,43016.523,1.65,0.52500004,1.55,0.0,-0.0
2022-10-30 03:00:00,5.3,1.278,4488.15,0.0,0.0,2109.825,0.0,274.475,0.0,0.0,0.0,0.0,76.15,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.3,0.0,0.0,1001.2,1007.4,0.0,0.0,81.175,1013.7,0.0,0.0,0.0,0.0,0.0,76.57725,-21.85225,0.0,277.425,94.2,40372.426,1.15,0.275,1.15,0.0,-0.0
2022-10-30 04:00:00,5.425,1.2774999,1122.325,0.0,0.0,831.5,0.0,274.85,0.0,0.0,0.0,0.0,80.35,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.3,0.0,0.0,1001.175,1007.4,0.0,0.0,83.7,1013.675,0.0,0.0,0.0,0.0,0.0,90.3185,-15.20075,0.0,277.5,83.875,35255.773,0.95,-0.275,0.9,0.0,-0.0
2022-10-30 05:00:00,5.55,1.2735,1059.0,0.0,0.0,709.3,0.0,275.225,0.0,0.0,0.0,0.0,64.725,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.1,0.0,0.0,1001.0,1007.225,0.0,0.0,83.4,1013.475,0.0,0.0,0.0,0.0,0.0,103.63075,-8.55375,0.0,277.75,65.15,38609.1,1.0,-0.625,0.8,0.0,-0.0
2022-10-30 06:00:00,5.6,1.271,1489.875,0.0,0.0,788.5,0.0,275.4,0.0,0.0,0.0,0.0,51.35,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.825,0.0,0.0,1000.75,1006.975,0.0,0.0,83.35,1013.2,0.0,0.0,0.0,0.0,0.0,116.89225,-2.27125,0.0,278.075,57.6,44560.45,0.95,-0.75,0.575,0.0,-0.0
2022-10-30 07:00:00,5.75,1.269,5434.625,33853.926,26.675,1787.6499,0.0,275.75,16.9,30457.25,5.5,9899.4,59.225,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1013.7,0.0,0.0,1000.6,1006.8,0.0,0.0,83.925,1013.05,0.0,0.0,0.0,0.0,0.0,130.40475,3.30475,0.0,278.25,81.525,46592.727,0.9,-0.9,0.25,0.0,15.094325164953123
2022-10-30 08:00:00,5.95,1.26425,7592.575,194257.17,83.65,3836.9001,0.0,276.225,48.15,117098.92,27.825,59960.1,70.8,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1013.57495,0.0,0.0,1000.525,1006.725,0.0,0.0,83.55,1012.9,0.0,0.0,0.0,0.0,0.0,144.362,7.8405,0.0,278.4,98.3,47025.3,1.0,-0.92499995,-0.275,0.0,102.94340257348435
2022-10-30 09:00:00,6.2,1.2595,9350.625,404709.75,138.3,6395.8,0.0,276.875,65.675,204858.4,50.65,141241.45,61.275,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1013.475,0.0,0.0,1000.42505,1006.57495,0.0,0.0,83.85,1012.75,0.0,0.0,0.0,0.0,0.0,158.81424,11.028749,0.0,278.625,96.875,47193.3,1.0,-0.75,-0.65,0.0,82.71044743057499
2022-10-30 10:00:00,6.375,1.2555,10423.4,560829.0,168.2,3575.4,0.0,277.35,60.45,226998.92,105.175,280452.53,48.85,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1013.4,0.0,0.0,1000.35,1006.475,0.0,0.0,83.100006,1012.65,0.0,0.0,0.0,0.0,0.0,173.64674,12.62325,0.0,279.05,91.3,49087.953,1.25,-0.875,-0.925,0.0,139.12973484396565
2022-10-30 11:00:00,6.525,1.253,10424.5625,611052.06,165.7,2388.6875,0.0,277.675,50.55,199793.72,123.475006,411520.2,26.25,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1013.075,0.0,0.0,1000.05,1006.15,0.0,0.0,81.975,1012.35,0.0,0.0,0.0,0.0,0.0,188.60774,12.49125,0.0,279.525,51.45,50179.95,1.9749999,-1.5,-1.25,0.0,113.65141358989375
2022-10-30 12:00:00,6.7,1.25125,10418.7,543376.06,131.325,10141.1,0.0,278.05,45.574997,172997.78,97.625,397981.44,22.75,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1012.525,0.0,0.0,999.5,1005.65,0.0,0.0,82.45,1011.8,0.0,0.0,0.0,0.0,0.0,203.39674,10.644,0.0,279.95,45.525,49180.25,2.1,-1.55,-1.425,0.0,76.65238992879999
2022-10-30 13:00:00,6.8,1.251,10316.408,374403.06,74.375,9967.465,0.0,278.25,32.8,141059.67,53.15,271376.16,10.45,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1011.75,0.0,0.0,998.69995,1004.80005,0.0,0.0,83.775,1010.94995,0.0,0.0,0.0,0.0,0.0,217.7775,7.235,0.0,280.275,20.9,47049.05,2.575,-2.025,-1.575,0.0,29.345915891296876
2022-10-30 14:00:00,6.75,1.25325,8986.617,163908.58,19.675,7710.21,0.0,278.125,9.95,77036.0,10.15,113924.445,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1011.25,0.0,0.0,998.275,1004.4,0.0,0.0,85.15,1010.55,0.0,0.0,0.0,0.0,0.0,231.66025,2.5215,0.0,280.4,0.0,45100.95,2.35,-2.0,-1.25,0.0,8.397659489496876
2022-10-30 15:00:00,6.5,1.2585,7349.95,22202.674,0.0,4932.05,0.0,277.575,0.0,17962.625,0.0,18281.275,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.95,0.0,0.0,997.95,1004.15,0.0,0.0,87.875,1010.325,0.0,0.0,0.0,0.0,0.0,245.11975,-3.18275,0.0,280.25,0.0,42239.875,2.05,-1.9749999,-0.5,0.0,4.198829744748438
2022-10-30 16:00:00,6.225,1.2635,5713.283,0.0,0.0,3195.7,0.0,276.85,0.0,0.0,0.0,0.0,7.175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.4,0.0,0.0,997.45,1003.625,0.0,0.0,90.6,1009.825,0.0,0.0,0.0,0.0,0.0,258.367,-9.54275,0.0,280.075,7.175,38189.625,2.125,-2.1,0.0,0.0,-0.0
2022-10-30 17:00:00,5.975,1.26675,4076.6167,0.0,0.0,3201.1,1.0,276.2,0.0,0.0,0.0,0.0,21.425,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.07495,0.0,0.0,997.175,1003.35,0.0,0.0,90.825,1009.57495,0.0,0.0,0.0,0.0,0.0,271.71826,-16.213749,0.0,280.0,21.425,37906.676,1.8,-1.8,0.25,0.0,-0.0
2022-10-30 18:00:00,5.75,1.268,3053.7,0.0,0.0,2689.4248,1.0,275.75,0.0,0.0,0.0,0.0,68.375,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.9,0.0,0.0,997.0,1003.2,0.0,0.0,88.25,1009.4,0.0,0.0,0.0,0.0,0.0,285.561,-22.833,0.0,279.825,68.475,41462.4,1.5,-1.45,0.425,0.0,-0.0
2022-10-30 19:00:00,5.775,1.265,2513.85,0.0,0.0,2137.15,0.0,275.775,0.0,0.0,0.0,0.0,87.15,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.7,0.0,0.0,996.775,1002.925,0.0,0.0,84.775,1009.15,0.0,0.0,0.0,0.0,0.0,300.31674,-28.9985,0.0,279.7,87.875,44879.875,1.15,-1.15,0.35000002,0.0,-0.0
2022-10-30 20:00:00,5.8,1.26175,2085.125,0.0,0.0,1905.2,0.0,275.9,0.0,0.0,0.0,0.0,94.625,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.6,0.0,0.0,996.625,1002.8,0.0,0.0,82.9,1009.0,0.0,0.0,0.0,0.0,0.0,316.361,-34.249,0.1,279.625,95.5,46816.0,1.125,-1.1,0.22500001,0.0,-0.0
2022-10-30 21:00:00,5.8,1.2595,2118.2,0.0,0.0,1818.975,0.0,275.9,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.4,0.0,0.0,996.475,1002.625,0.0,0.0,81.15,1008.8,0.0,0.0,0.0,0.0,0.0,333.85526,-38.079002,0.25,279.85,100.0,47699.477,1.55,-1.55,0.2,0.0,-0.0
2022-10-30 22:00:00,5.875,1.258,2033.7,0.0,0.0,1838.125,0.0,276.05,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.2,0.0,0.0,996.225,1002.375,0.0,0.0,79.75,1008.525,0.0,0.0,0.0,0.0,0.0,352.52448,-40.0155,0.17500001,280.2,100.0,47874.727,1.75,-1.75,-0.17500001,0.0,-0.0
2022-10-30 23:00:00,5.925,1.25675,3674.25,0.0,0.0,2056.275,0.0,276.15,0.0,0.0,0.0,0.0,95.125,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.89996,0.0,0.0,995.975,1002.075,0.0,0.0,79.2,1008.275,0.0,0.0,0.0,0.0,0.0,11.2965,-39.89,0.1,280.175,99.7,48223.574,1.7,-1.575,-0.55,0.0,-0.0
2022-10-31 00:00:00,6.0,1.258,5146.125,0.0,0.0,2357.75,0.0,276.34998,0.0,0.0,0.0,0.0,88.775,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.975,0.0,0.0,995.0,1001.15,0.0,0.0,80.275,1007.3,0.0,0.0,0.0,0.0,0.0,28.98025,-37.92775,0.0,280.1,99.65,43697.426,1.9499999,-1.85,-0.475,0.0,-0.0
2022-10-31 01:00:00,6.1,1.2574999,3278.5,0.0,0.0,2251.525,0.0,276.575,0.0,0.0,0.0,0.0,95.475,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.525,0.0,0.0,994.55,1000.675,0.0,0.0,82.1,1006.825,0.0,0.0,0.0,0.0,0.075,46.29725,-33.83925,0.0,280.35,100.0,43252.324,1.75,-1.75,-0.375,0.0,-0.0
2022-10-31 02:00:00,6.2,1.256,3895.8252,0.0,0.0,2041.95,0.0,276.775,0.0,0.0,0.0,0.0,98.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.94995,0.09,1.0,994.94995,1001.1,0.0,0.025,83.575,1007.25,0.0,0.0,0.0,0.0,0.52500004,62.148247,-28.408249,0.125,279.65,100.0,30540.15,1.1,-0.42499998,-0.75,0.0,-0.0
2022-10-31 03:00:00,6.375,1.257,3043.225,0.0,0.0,1761.85,0.0,277.2,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.25,0.11,1.0,995.275,1001.4,0.0,0.1,86.45,1007.57495,0.0,0.0,0.0,0.0,0.925,76.746,-22.1395,0.2,279.125,100.0,11633.125,1.0,0.55,0.55,0.0,-0.0
2022-10-31 04:00:00,6.5,1.258,2260.55,0.0,0.0,1379.6749,0.0,277.475,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.275,0.0,0.0,995.325,1001.45,0.0,0.1,90.6,1007.625,0.0,0.0,0.0,0.0,0.7,90.485504,-15.48575,0.125,278.95,100.0,5309.725,1.7249999,0.725,1.55,0.0,-0.0
2022-10-31 05:00:00,6.575,1.2574999,1746.25,0.0,0.0,1238.1749,0.0,277.65002,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.4,0.0,0.0,995.42505,1001.57495,0.0,0.1,91.125,1007.725,0.0,0.0,0.0,0.0,0.25,103.789246,-8.841,0.15,279.45,100.0,5938.275,1.975,0.875,1.8,0.0,-0.0
2022-10-31 06:00:00,6.75,1.25575,2351.475,0.0,0.0,1891.3,0.0,278.05,0.0,0.0,0.0,0.0,93.425,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.6,0.0,0.0,995.65,1001.775,0.0,0.05,89.875,1007.925,0.0,0.0,0.0,0.0,0.075,117.037,-2.56475,0.075,280.3,93.425,9214.525,1.525,0.22500001,1.5,0.0,-0.0
2022-10-31 07:00:00,6.8500004,1.2544999,2459.225,29416.875,23.875,2019.85,0.0,278.3,15.800001,28422.25,5.2250004,9409.65,53.5,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1008.75,0.0,0.0,995.85,1001.975,0.0,0.0,88.925,1008.125,0.0,0.0,0.0,0.0,0.0,130.53024,3.0025,0.0,280.95,53.5,23976.824,1.1500001,-0.6,0.95,0.0,-0.0
2022-10-31 08:00:00,7.05,1.25025,2200.9583,180353.8,78.825,1866.471,0.0,278.8,37.9,96571.65,44.475,89432.25,14.475,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1008.875,0.0,0.0,995.975,1002.1,0.0,0.0,88.175,1008.225,0.0,0.0,0.0,0.0,0.0,144.46124,7.52875,0.0,281.625,14.475,36977.15,1.1500001,-1.025,0.5,0.0,39.397778596643754
2022-10-31 09:00:00,7.5,1.2455,2083.4167,385303.56,132.5,1855.6917,0.0,279.75,45.0,149107.22,95.75,252406.06,2.1999998,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1009.15,0.0,0.0,996.25,1002.35,0.0,0.0,88.9,1008.45,0.0,0.0,0.0,0.0,0.0,158.881,10.708,0.0,281.975,2.1999998,40000.15,0.875,-0.85,0.15,0.0,81.30622276668124
2022-10-31 10:00:00,8.0,1.2415,1993.0,539208.5,162.05,1847.4,0.0,280.7,53.925,178035.12,104.85,361131.34,58.4,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1009.35,0.0,0.0,996.45,1002.5,0.0,0.0,89.825,1008.6,0.0,0.0,0.0,0.0,0.0,173.67575,12.2975,0.0,282.15002,63.550003,39408.875,0.55,-0.55,-0.1,0.0,160.59959444418436
